,Daily Time Spent on Site,Age,Area Income,Daily Internet Usage,Male,Clicked on Ad,Day,Month,IsWeekend,Regions,Topic Group
403,8.723,29,51015.11,80.848,0,0,5,3,1,North America,3
404,5.724,52,46473.14,46.94,1,1,2,6,0,Europe,0
405,8.158,41,55479.62,99.264,0,0,2,1,0,Europe,0
406,5.634,50,68713.7,55.608,1,1,3,3,0,Others,5
407,4.872999999999999,27,34191.23,56.816,0,1,5,7,1,Asia,0
408,5.168,49,51067.54,103.448,0,1,1,6,0,Others,5
409,3.5340000000000003,45,46693.76,61.144000000000005,0,1,5,6,1,Asia,3
410,4.809,33,19345.36,72.16799999999999,0,1,5,5,1,Oceania,3
411,7.868,29,66225.72,83.22,0,0,5,1,1,Asia,2
412,6.882,20,38609.2,82.256,1,0,0,7,0,South America,4
413,5.699,40,37713.23,43.260000000000005,0,1,5,7,1,North America,5
414,8.663,39,63764.28,83.856,1,0,2,4,0,North America,5
415,4.118,43,41866.55,51.7,1,1,1,7,0,Asia,5
416,7.103,32,57846.68,48.34,0,1,2,2,0,Others,3
417,7.292,29,69428.73,86.84,1,0,1,3,0,Europe,5
418,7.714,24,60283.98,73.952,1,0,3,1,0,Europe,2
419,6.07,43,79332.33,77.03999999999999,1,0,0,6,0,Oceania,4
420,3.43,41,53167.68,64.296,1,1,0,5,0,Africa,2
421,8.370999999999999,45,64564.07,88.192,1,0,6,4,1,Asia,3
422,5.338,35,60803.37,48.024,1,1,2,3,0,Others,2
423,5.803,31,28387.42,51.732000000000006,0,1,2,6,0,Oceania,2
424,4.359,36,58849.77,52.924,1,1,3,5,0,Africa,3
425,6.007,42,65963.37,48.3,1,1,4,4,0,Europe,3
426,5.443,37,75180.2,61.896,1,1,1,5,0,Europe,3
427,8.199,33,61270.14,92.36,0,0,0,2,0,Oceania,5
428,6.053,29,56759.48,49.312,0,1,0,5,0,Oceania,4
429,8.469,31,46160.63,92.74,1,0,3,7,0,Asia,1
430,8.872,32,43870.51,84.748,1,0,6,1,1,Africa,1
431,8.889,35,50439.49,87.52000000000001,1,0,6,7,1,Oceania,4
432,6.958,43,28028.74,102.028,0,1,0,4,0,Africa,2
433,8.523,36,64238.71,85.16799999999999,1,0,5,2,1,Africa,4
434,8.355,39,65816.38,88.47200000000001,1,0,2,6,0,Asia,2
435,5.666,42,72684.44,55.768,0,1,5,2,1,North America,4
436,5.639,27,38817.4,99.248,1,0,2,3,0,Asia,2
437,7.624,27,63976.44,85.768,0,0,1,6,0,North America,5
438,5.764,36,37212.54,44.1,1,1,0,1,0,South America,5
439,7.818,23,52691.79,67.068,0,0,3,6,0,South America,0
440,4.604,32,65499.93,59.16799999999999,0,1,0,5,0,Europe,1
441,7.94,35,63966.72,94.748,0,0,4,4,0,Asia,5
442,3.644,39,52400.88,59.056,1,1,1,5,0,Europe,1
443,5.314,38,49111.47,43.6,1,1,6,7,1,Europe,5
444,3.2840000000000003,40,41232.89,68.688,0,1,3,3,0,North America,1
445,7.372,32,52140.04,102.56,1,0,4,3,0,Asia,4
446,3.81,34,60641.09,85.752,1,1,0,5,0,Asia,0
447,7.393000000000001,44,74180.05,87.288,0,0,5,2,1,Others,0
448,5.186999999999999,50,51869.87,47.86,0,1,3,3,0,Asia,5
449,7.769,22,48852.58,67.952,1,0,1,6,0,Africa,3
450,4.340999999999999,28,59144.02,64.292,0,1,4,2,0,Africa,3
451,5.5920000000000005,24,33951.63,58.032,0,1,1,5,0,Oceania,3
452,8.067,34,58909.36,95.904,0,0,4,1,0,Europe,1
453,8.342,25,49850.52,73.368,1,0,4,3,0,Europe,5
454,8.212,52,28679.93,80.46000000000001,1,1,2,2,0,Europe,1
455,6.617,33,69869.66,95.38,0,0,2,1,0,North America,2
456,4.301,35,48347.64,50.948,0,1,5,6,1,North America,0
457,8.004999999999999,25,45959.86,87.976,1,0,1,3,0,Oceania,2
458,6.488,42,70005.51,51.92,1,1,6,2,1,Africa,3
459,7.981999999999999,26,51512.66,89.312,1,0,6,7,1,Oceania,3
460,4.803,40,25598.75,53.84,1,1,3,6,0,Europe,1
461,3.2990000000000004,45,49282.87,70.98400000000001,0,1,5,4,1,South America,5
462,7.487999999999999,27,67240.25,70.068,1,0,6,4,1,Africa,0
463,3.649,52,42136.33,78.644,1,1,2,3,0,Asia,5
464,8.804,45,62589.84,76.46799999999999,1,0,0,3,0,North America,0
465,4.57,33,67384.31,60.448,1,1,3,5,0,Europe,4
466,8.238,35,25603.93,63.84,0,1,0,7,0,Europe,5
467,5.268,23,39616.0,59.67999999999999,1,1,5,7,1,Others,1
468,6.559,47,28265.81,48.724,0,1,1,3,0,Asia,0
469,6.565,25,63879.72,89.96799999999999,1,0,4,6,0,Oceania,4
470,4.384,36,70592.81,66.96799999999999,0,1,1,6,0,Oceania,4
471,6.769,37,76408.19,86.628,0,0,0,7,0,Europe,2
472,7.837000000000001,24,55015.08,82.908,0,0,5,1,1,Asia,2
473,8.145999999999999,29,51636.12,92.616,0,0,0,2,0,Europe,2
474,4.747999999999999,31,29359.2,56.536,0,1,3,6,0,Africa,5
475,7.515000000000001,33,71296.67,87.796,1,0,6,6,1,Europe,2
476,7.876,24,46422.76,87.99199999999999,1,0,4,1,0,Europe,0
477,4.496,50,52802.0,53.084,1,1,5,1,1,Oceania,1
478,3.956,41,59243.46,57.252,1,1,4,5,0,Africa,4
479,3.976,28,35350.55,78.732,1,1,0,2,0,Africa,3
480,5.711,22,59677.64,82.868,1,0,1,6,0,North America,4
481,8.326,40,70225.6,75.104,1,0,5,1,1,Oceania,2
482,6.942,25,65791.17,85.352,0,0,5,2,1,Asia,0
483,5.0600000000000005,30,34191.13,51.952,1,1,1,5,0,North America,2
484,4.62,37,51315.38,47.72,0,1,6,4,1,Europe,5
485,6.688,35,62790.96,47.788,1,1,2,3,0,Asia,1
486,8.397,40,66291.67,63.368,1,0,1,2,0,Europe,2
487,7.656000000000001,30,68030.18,85.5,0,0,1,3,0,Asia,0
488,3.5490000000000004,48,43974.49,63.908,0,1,4,4,0,North America,1
489,8.029,31,49457.48,97.948,1,0,3,6,0,Others,3
490,5.019,40,33987.27,46.92,0,1,4,3,0,Asia,2
491,5.912,33,28210.03,49.816,0,1,3,5,0,Europe,2
492,5.988,30,75535.14,77.452,1,0,2,3,0,Oceania,5
493,5.970000000000001,28,49158.5,48.1,0,1,1,5,0,Others,2
494,6.779999999999999,30,39809.69,47.1,1,1,3,3,0,North America,1
495,8.159,35,65826.53,89.264,0,0,0,7,0,Europe,2
496,8.11,29,61172.07,86.596,1,0,4,7,0,North America,3
497,4.17,39,42898.21,50.78,0,1,4,5,0,Asia,5
498,7.394,27,68333.01,69.396,0,0,2,2,0,Asia,0
499,5.835,37,70232.95,53.052,0,1,6,6,1,Asia,4
500,5.156000000000001,46,63102.19,49.94,0,1,3,1,0,Oceania,4
501,7.981,37,51847.26,101.268,0,0,4,5,0,Others,2
502,6.617,26,63580.22,91.48,0,0,0,5,0,North America,0
503,5.821,37,47575.44,42.376,0,1,6,2,1,Africa,2
504,6.612,49,39031.89,45.52,0,1,0,2,0,Africa,4
505,8.047,42,70505.06,86.072,1,0,6,2,1,Africa,1
506,7.705,31,62161.26,94.656,0,0,6,3,1,North America,4
507,4.9990000000000006,41,61068.26,48.428,0,1,3,3,0,Europe,5
508,8.03,58,49090.51,69.372,0,1,0,4,0,North America,0
509,7.936,33,62330.75,93.888,1,0,5,1,1,Africa,2
510,5.786,30,18819.34,66.744,0,1,4,7,0,Africa,2
511,7.029000000000001,26,62053.37,92.548,1,0,0,3,0,North America,1
512,8.453,33,61922.06,86.072,1,0,0,7,0,Oceania,4
513,5.913,44,49525.37,42.416,1,1,3,6,0,Asia,4
514,8.151,41,53412.32,100.012,0,0,3,5,0,Africa,0
515,4.294,37,56681.65,52.16,1,1,1,4,0,Europe,5
516,8.481,32,43299.63,93.572,1,0,0,7,0,Europe,4
517,8.279,34,47997.75,52.83200000000001,0,1,0,2,0,North America,2
518,5.922,55,39131.53,50.556,1,1,2,1,0,North America,0
519,3.5,40,46033.73,60.5,1,1,5,6,1,Asia,1
520,4.661,42,65856.74,54.472,0,1,4,1,0,Africa,1
521,6.326,29,54787.37,48.184,1,1,2,3,0,Africa,1
522,7.915999999999999,32,69562.46,81.16,1,0,2,3,0,Asia,0
523,6.794,43,68447.17,51.264,0,1,6,5,1,Africa,4
524,7.991,32,62772.42,92.072,1,0,4,6,0,Asia,2
525,6.614,41,78092.95,66.108,0,0,2,3,0,Africa,5
526,4.365,39,63649.04,55.548,0,1,6,5,1,Africa,0
527,5.961,21,60637.62,79.38,1,0,2,4,0,Asia,0
528,4.661,52,27241.11,62.79600000000001,0,1,1,4,0,Oceania,2
529,8.937000000000001,34,42760.22,64.812,1,0,5,4,1,Oceania,0
530,6.51,49,59457.52,47.24,1,1,2,6,0,Europe,1
531,5.343999999999999,42,42907.89,43.268,1,1,0,4,0,Africa,1
532,7.953,51,46132.18,97.964,0,0,6,6,1,North America,1
533,9.143,39,46964.11,83.964,1,0,3,7,0,Oceania,3
534,7.356999999999999,30,70377.23,84.952,0,0,6,3,1,South America,0
535,7.876,32,70012.83,83.208,1,0,2,4,0,South America,1
536,7.648999999999999,23,56457.01,72.444,0,0,4,3,0,South America,4
537,6.172,26,67279.06,87.396,0,0,6,2,1,South America,4
538,8.453,35,54773.99,94.516,0,0,5,3,1,Asia,3
539,7.203,34,70783.94,92.38,1,0,1,7,0,Europe,5
540,7.747,36,70510.59,89.164,1,0,0,3,0,North America,0
541,7.565,39,64021.55,99.16,1,0,0,5,0,Asia,3
542,7.815,33,72042.85,77.748,0,0,0,3,0,Africa,2
543,6.38,38,36037.33,43.48,1,1,5,3,1,Oceania,3
544,7.659000000000001,29,67526.92,84.65599999999999,0,0,5,6,1,Asia,5
545,4.26,55,55121.65,67.316,0,1,0,7,0,Asia,0
546,7.877,28,63497.62,84.732,0,0,4,1,0,North America,4
547,8.34,39,60879.48,94.004,0,0,3,4,0,Africa,5
548,7.953,33,61467.33,94.688,0,0,6,2,1,Asia,2
549,7.389,35,70495.64,91.996,1,0,6,6,1,Africa,4
550,7.58,36,71222.4,89.96000000000001,0,0,3,1,0,North America,4
551,8.195,31,64698.58,83.50399999999999,1,0,6,5,1,Europe,5
552,5.639,58,32252.38,61.69199999999999,0,1,6,2,1,Oceania,3
553,4.473,35,55316.97,51.024,1,1,2,1,0,North America,0
554,3.835,33,47447.89,58.19199999999999,1,1,3,6,0,Oceania,2
555,7.253,37,73474.82,89.572,0,0,3,7,0,Oceania,5
556,5.62,49,53549.94,45.94,1,1,3,4,0,North America,2
557,7.967,28,58576.12,90.716,0,0,2,7,0,Africa,0
558,7.542,26,63373.7,65.7,1,0,4,2,0,Africa,0
559,7.864,31,60283.47,94.112,1,0,5,1,1,North America,4
560,6.769,44,37345.34,43.688,0,1,4,4,0,North America,0
561,3.835,41,34886.01,57.876,1,1,4,6,0,Oceania,5
562,5.952,44,67511.86,100.432,1,0,4,5,0,South America,2
563,6.226,37,77988.71,66.476,0,0,3,5,0,Africa,3
564,6.475,36,63001.03,47.064,0,1,2,4,0,South America,2
565,7.997,26,61747.98,74.17999999999999,1,0,4,1,0,Asia,2
566,4.79,42,48467.68,45.812,0,1,2,2,0,Europe,2
567,8.038,30,55130.96,95.224,0,0,3,3,0,Europe,3
568,6.4510000000000005,42,79484.8,76.284,1,0,4,4,0,Africa,0
569,7.128,37,67307.43,98.688,1,0,6,4,1,South America,5
570,5.032,40,27964.6,50.260000000000005,0,1,2,4,0,Asia,5
571,7.276000000000001,33,66431.87,96.252,1,0,1,5,0,Asia,3
572,7.279999999999999,35,63551.67,99.816,0,0,6,1,1,North America,4
573,7.459,23,40135.06,63.34,1,1,0,2,0,Others,2
574,4.666,45,49101.67,47.264,0,1,2,3,0,North America,4
575,4.886,54,53188.69,53.784000000000006,0,1,5,1,1,Others,4
576,3.705,39,49742.83,57.124,1,1,2,2,0,North America,5
577,8.120999999999999,36,63394.41,93.216,0,0,5,1,1,Asia,0
578,6.689,23,64433.99,83.296,1,0,0,1,0,North America,1
579,6.811,38,73884.48,92.484,0,0,3,1,0,Africa,2
580,6.915000000000001,46,36424.94,45.088,0,1,6,7,1,Europe,4
581,6.572,36,28275.48,48.048,0,1,5,2,1,North America,2
582,4.004,27,48098.86,64.632,0,1,6,5,1,Europe,2
583,6.859999999999999,33,68448.94,54.032,0,1,2,2,0,Asia,1
584,5.616,25,66429.84,65.7,1,1,4,1,0,Africa,3
585,7.859999999999999,46,41768.13,101.836,1,0,2,7,0,Oceania,5
586,7.829000000000001,38,57844.96,100.828,0,0,1,1,0,Africa,4
587,4.383,45,35684.82,51.604,0,1,4,1,0,Asia,2
588,7.731,32,62792.43,95.24,0,0,4,6,0,Asia,3
589,3.986,28,51171.23,64.49600000000001,0,1,1,2,0,Africa,2
590,6.677,25,58847.07,56.452,0,1,5,7,1,Asia,2
591,5.720000000000001,42,57739.03,44.264,0,1,5,3,1,Oceania,3
592,7.315,25,64631.22,84.44800000000001,1,0,4,1,0,Africa,5
593,8.206999999999999,24,50337.93,77.588,0,0,1,6,0,Asia,1
594,4.984,38,67781.31,54.096,1,1,2,5,0,Asia,1
595,4.397,36,68863.95,62.788,1,1,5,1,1,Asia,4
596,7.725,27,55901.12,92.552,1,0,0,4,0,North America,3
597,7.484,37,64775.1,98.576,1,0,3,1,0,Asia,4
598,8.353,36,67686.16,81.824,0,0,2,7,0,North America,1
599,3.863,48,57777.11,88.84400000000001,0,1,3,4,0,Oceania,4
600,8.4,48,46868.53,54.484,1,1,6,4,1,Asia,1
601,5.213,50,40926.93,47.308,1,1,3,1,0,Africa,2
602,7.183,40,22205.74,54.19199999999999,1,1,3,2,0,Africa,5
603,7.836,24,58920.44,78.708,1,0,4,6,0,Asia,4
604,5.018,35,63006.14,51.128,1,1,0,6,0,North America,1
605,6.4670000000000005,51,24316.61,55.34,1,1,6,2,1,Africa,0
606,6.95,26,68348.99,81.536,0,0,5,2,1,Asia,2
607,6.522,30,66263.37,96.036,1,0,5,5,1,Others,1
608,6.206,40,63493.6,46.508,1,1,2,3,0,Others,2
609,8.429,30,56984.09,64.132,1,1,6,6,1,North America,5
610,3.2909999999999995,37,51691.55,72.408,0,1,6,7,1,Africa,0
611,3.95,31,49911.25,59.276,1,1,3,1,0,Oceania,1
612,7.519,31,33502.57,98.304,1,0,3,6,0,Asia,2
613,7.620999999999999,31,65834.97,91.576,1,0,6,6,1,South America,5
614,6.776000000000001,31,66176.97,97.036,0,0,1,5,0,Africa,1
615,4.001,53,51463.17,64.708,0,1,1,3,0,South America,1
616,5.2700000000000005,41,41059.64,43.736,1,1,6,1,1,Africa,2
617,6.840999999999999,38,61428.18,103.904,0,0,5,4,1,Africa,4
618,3.555,39,51593.46,60.472,0,1,2,1,0,Oceania,1
619,7.454000000000001,24,57518.73,87.9,0,0,2,3,0,North America,0
620,8.175,24,52656.13,76.03200000000001,1,0,4,4,0,Others,5
621,8.785,31,52178.98,84.108,1,0,1,6,0,Oceania,0
622,6.023,60,46239.14,60.616,1,1,4,7,0,Asia,5
623,8.797,35,48918.55,59.7,1,0,3,3,0,Europe,1
624,7.817,27,65227.79,76.908,1,0,1,4,0,Africa,4
625,6.791,23,55002.05,58.720000000000006,1,1,1,1,0,Europe,4
626,8.577,27,52261.73,76.712,1,0,5,4,1,Africa,5
627,4.116,49,59448.44,60.33200000000001,1,1,0,3,0,South America,3
628,5.354,39,47314.45,43.212,0,1,3,6,0,Oceania,3
629,7.394,26,55411.06,94.46,1,0,6,1,1,North America,4
630,6.343,29,66504.16,94.7,1,0,4,4,0,South America,1
631,8.459,36,47169.14,96.72,1,0,1,4,0,Europe,0
632,7.013,31,70889.68,89.99199999999999,0,0,0,5,0,Europe,0
633,4.019,37,55358.88,54.79600000000001,0,1,0,1,0,Europe,1
634,5.8950000000000005,55,56242.7,52.516,1,1,0,6,0,Europe,1
635,3.576,51,45522.44,78.02799999999999,0,1,0,7,0,South America,5
636,5.936,49,46931.03,44.336,0,1,4,7,0,Europe,4
637,9.11,40,55499.69,79.252,1,0,0,3,0,South America,3
638,6.104,41,75805.12,59.684000000000005,0,1,0,5,0,Africa,4
639,7.406000000000001,23,40345.49,90.396,0,0,5,7,1,Oceania,0
640,6.462999999999999,45,15598.29,63.52,1,1,6,6,1,Asia,1
641,8.129000000000001,28,33239.2,87.888,0,0,0,2,0,Asia,1
642,7.606999999999999,36,68033.54,94.224,0,0,5,1,1,Europe,5
643,7.592,22,38427.66,73.06,0,0,4,2,0,Europe,3
644,7.834999999999999,46,53185.34,101.392,0,0,0,1,0,South America,4
645,4.614,28,39723.97,55.188,1,1,0,4,0,Africa,2
646,4.433,41,43386.07,48.252,0,1,3,1,0,South America,2
647,4.643,28,53922.43,54.88,1,1,0,4,0,Africa,5
648,6.604000000000001,27,71881.84,79.904,0,0,5,3,1,Africa,4
649,8.431000000000001,29,47139.21,90.348,0,0,2,1,0,Africa,5
650,8.366,38,68877.02,70.056,0,0,3,2,0,Middle East,5
651,8.125,33,65186.58,88.94,1,0,5,4,1,Oceania,5
652,8.526,32,55424.24,89.628,1,0,2,2,0,Others,5
653,8.653,46,46500.11,93.344,0,0,2,6,0,Europe,1
654,7.644,26,58820.16,89.67999999999999,1,0,1,1,0,Africa,5
655,5.284000000000001,43,28495.21,48.924,0,1,5,7,1,Africa,4
656,8.524,31,61840.26,73.136,1,0,4,6,0,Africa,3
657,7.470999999999999,46,37908.29,103.224,1,0,0,6,0,Europe,2
658,8.295,39,69805.7,80.51599999999999,0,0,1,4,0,Asia,5
659,7.642,26,60315.19,89.264,1,0,6,4,1,Others,2
660,4.204,49,67323.0,72.84400000000001,0,1,2,2,0,Asia,3
661,4.628,26,50055.33,91.512,1,1,0,4,0,Europe,4
662,4.826,50,43573.66,48.98,1,1,5,6,1,Europe,4
663,7.103,55,28186.65,60.30800000000001,0,1,5,3,1,Asia,3
664,8.137,33,66412.04,86.01599999999999,0,0,4,1,0,Asia,5
665,5.805,32,15879.1,78.216,1,1,4,2,0,Asia,2
666,7.5,29,63965.16,92.144,1,0,1,2,0,Africa,3
667,7.961,31,58342.63,94.388,0,0,0,4,0,Europe,1
668,5.256,31,33147.19,100.144,1,1,6,4,1,Asia,0
669,6.218,33,65899.68,50.576,0,1,4,5,0,Europe,0
670,7.789,26,64188.5,80.616,0,0,6,5,1,Asia,2
671,6.608,61,58966.22,73.692,1,1,3,1,0,North America,5
672,8.921,33,44078.24,84.212,0,0,1,7,0,Others,3
673,4.996,55,60968.62,60.776,1,1,0,4,0,Africa,1
674,7.744,28,65620.25,84.15599999999999,0,0,4,6,0,Africa,0
675,8.258,38,65496.78,90.092,1,0,4,3,0,North America,5
676,3.936,29,52462.04,64.716,1,1,3,1,0,North America,1
677,4.723,38,70582.55,59.92,1,1,2,6,0,Oceania,4
678,8.785,34,51816.27,61.20399999999999,0,0,5,3,1,Asia,2
679,6.557,46,23410.75,52.34400000000001,0,1,4,4,0,Europe,1
680,7.801,26,62729.4,80.284,1,0,0,3,0,Others,4
681,4.415,28,48867.67,56.784000000000006,1,1,4,1,0,Others,3
682,4.357,36,50971.73,50.08,1,1,5,6,1,Oceania,3
683,7.683,28,67990.84,77.124,0,0,4,3,0,South America,0
684,4.206,34,43241.19,52.620000000000005,0,1,2,6,0,North America,1
685,7.627,27,60082.66,90.676,1,0,5,6,1,Asia,1
686,7.427,37,65180.97,98.82,1,0,6,1,1,Africa,2
687,7.327,28,67301.39,86.49600000000001,1,0,6,5,1,Europe,1
688,7.458,36,70701.31,92.208,0,0,4,7,0,North America,5
689,7.75,28,60997.84,90.136,1,0,2,7,0,Others,3
690,8.716,33,60805.93,78.86,0,0,3,2,0,Asia,3
691,8.716,37,50711.68,92.78,1,0,2,3,0,Africa,3
692,6.626,47,14548.06,71.616,1,1,0,4,0,Asia,5
693,6.515000000000001,29,41335.84,46.92,0,1,3,7,0,Asia,1
694,6.825,33,76480.16,79.54400000000001,1,0,0,5,0,Oceania,3
695,7.348999999999999,38,67132.46,97.692,0,0,6,2,1,Oceania,3
696,3.919,54,52581.16,69.22,0,1,5,1,1,North America,4
697,8.015,25,55195.61,85.796,0,0,0,7,0,Europe,1
698,8.676,28,48679.54,75.964,0,0,2,2,0,Middle East,5
699,7.388,29,63109.74,93.444,0,0,0,1,0,Oceania,2
700,5.86,19,44490.09,79.172,1,0,6,6,1,Asia,5
701,6.976999999999999,54,57667.99,52.908,0,1,2,6,0,Europe,5
702,8.727,30,51824.01,81.708,1,1,6,3,1,Oceania,1
703,7.765000000000001,28,66198.66,83.204,0,0,4,2,0,Europe,5
704,7.601999999999999,40,73174.19,87.82000000000001,0,0,2,7,0,Europe,5
705,7.884,26,56593.8,87.064,1,0,2,6,0,Europe,1
706,7.133,23,31072.44,67.76,0,1,1,3,0,Asia,1
707,8.190000000000001,41,66773.83,90.188,0,0,5,6,1,Africa,3
708,4.689,48,72553.94,70.712,1,1,6,7,1,Asia,5
709,7.779999999999999,57,43708.88,61.176,0,1,6,2,1,Africa,3
710,4.544,43,48453.55,47.708,0,1,2,5,0,Asia,0
711,6.996,31,73413.87,85.624,1,0,4,5,0,Europe,2
712,8.735,35,58114.3,63.316,1,0,1,1,0,Europe,0
713,4.942,53,45465.25,51.2,1,1,3,7,0,Africa,3
714,7.127,21,50147.72,86.412,1,0,0,1,0,Africa,5
715,4.919,38,61004.51,49.232,0,1,3,5,0,Europe,1
716,3.996,35,53898.89,55.408,1,1,6,2,1,Oceania,2
717,8.501000000000001,29,59797.64,77.0,0,0,1,5,0,Europe,4
718,6.8950000000000005,51,74623.27,74.34,1,0,1,3,0,Others,2
719,6.759,45,58677.69,45.476,0,1,5,7,1,Europe,4
720,7.571,34,62109.8,98.424,0,0,4,3,0,Europe,5
721,4.307,36,60583.02,55.052,1,1,3,2,0,Asia,2
722,3.947,43,65576.05,65.392,1,1,2,7,0,Africa,2
723,4.822,40,73882.91,85.732,0,0,1,3,0,Oceania,2
724,7.676,25,50468.36,92.308,1,0,3,5,0,Others,5
725,7.874,27,51409.45,93.9,0,0,5,6,1,Europe,0
726,6.747,24,60514.05,90.02000000000001,1,0,6,3,1,Oceania,4
727,8.117,30,57195.96,92.764,1,0,4,6,0,North America,1
728,8.966,34,52802.58,68.49199999999999,1,0,2,2,0,Asia,5
729,7.959999999999999,28,56570.06,90.948,1,0,1,5,0,Europe,1
730,6.553,19,51049.47,76.068,1,0,0,6,0,Asia,4
731,6.186999999999999,35,66629.61,100.08,1,0,6,7,1,Oceania,5
732,8.315999999999999,41,70185.06,77.97999999999999,0,0,0,1,0,Europe,2
733,4.411,41,43111.41,48.496,1,1,2,4,0,North America,3
734,5.657,26,56435.6,52.792,0,1,5,1,1,Africa,4
735,8.391,29,53223.58,89.148,0,0,0,1,0,Africa,5
736,7.979999999999999,28,57179.91,91.952,1,0,4,4,0,North America,1
737,7.123,52,41521.28,49.036,0,1,1,1,0,Europe,4
738,4.723,43,73538.09,84.348,1,1,3,3,0,Oceania,3
739,8.237,30,63664.32,82.976,0,0,2,6,0,Oceania,5
740,4.363,38,61757.12,54.1,1,1,2,5,0,Asia,0
741,7.090000000000001,28,71727.51,76.38,0,0,4,6,0,Asia,4
742,7.19,29,72203.96,77.316,1,0,6,4,1,North America,5
743,6.212,37,50671.6,42.344,1,1,4,3,0,Europe,5
744,6.734999999999999,29,47510.42,47.476,0,1,3,4,0,Africa,1
745,5.799,50,62466.1,49.832,0,1,4,2,0,North America,3
746,6.68,29,59683.16,99.404,0,1,0,7,0,Europe,3
747,4.913,32,41097.17,48.196,0,1,4,1,0,Oceania,3
748,4.511,58,39799.73,78.276,0,1,1,1,0,Europe,1
749,5.4350000000000005,42,76984.21,65.608,0,0,0,6,0,Europe,3
750,6.182,59,57877.15,60.772000000000006,1,1,5,2,1,North America,5
751,7.775,31,59047.91,96.256,1,0,2,6,0,South America,1
752,7.061,28,72154.68,76.048,0,0,5,4,1,Europe,0
753,8.272,31,65704.79,71.928,0,0,6,1,1,Europe,2
754,7.687,36,72948.76,85.036,0,0,4,7,0,Others,2
755,6.507,34,73941.91,91.012,1,0,4,3,0,Others,4
756,5.693,37,57887.64,44.72,0,1,4,6,0,Africa,3
757,4.886,35,62463.7,51.348,1,1,0,1,0,Oceania,2
758,3.656,29,42838.29,78.356,0,1,4,1,0,Africa,5
759,8.573,32,43778.88,59.1,1,1,6,7,1,Asia,0
760,7.581,40,71157.05,91.676,0,0,6,3,1,Europe,2
761,7.294,31,74159.69,76.336,0,0,4,4,0,South America,1
762,5.363,54,50333.72,50.516000000000005,1,1,4,1,0,Africa,2
763,5.235,25,33293.78,59.044,1,1,6,6,1,Africa,4
764,5.284000000000001,51,38641.2,48.628,1,1,2,6,0,Europe,1
765,5.158,33,49822.78,46.364,0,1,6,4,1,Asia,5
766,4.232,29,63891.29,74.836,1,1,6,2,1,Others,2
767,5.504,42,43881.73,42.784,1,1,2,6,0,Europe,0
768,6.858,41,13996.5,68.616,1,1,2,7,0,North America,5
769,8.554,27,48761.14,70.172,1,0,3,3,0,Oceania,1
770,7.114,30,69758.31,89.928,0,0,1,6,0,Europe,0
771,6.438,19,52530.1,72.188,1,0,4,5,0,Africa,5
772,8.885,40,58363.12,85.584,0,0,6,1,1,Europe,5
773,6.679,60,60575.99,79.32000000000001,1,1,3,4,0,Africa,3
774,3.26,45,48206.04,74.188,0,1,0,5,0,Others,4
775,4.388,54,31523.09,66.74,1,1,5,6,1,Africa,0
776,5.646,26,66187.58,60.652,0,1,3,4,0,Europe,3
777,7.218000000000001,30,69438.04,90.00800000000001,0,0,4,6,0,South America,5
778,5.267,44,14775.5,76.50399999999999,0,1,3,5,0,Others,4
779,8.055,35,68016.9,87.964,0,0,0,3,0,Others,3
780,6.784999999999999,41,78520.99,81.08,1,1,3,1,0,Oceania,3
781,7.555,36,31998.72,49.484,1,1,5,3,1,Europe,2
782,8.046,29,56909.3,92.312,0,0,5,6,1,Asia,3
783,8.269,29,61161.29,66.964,1,0,1,5,0,Asia,4
784,3.521,39,52340.1,61.6,1,1,4,3,0,North America,3
785,3.637,40,47338.94,57.812,1,1,4,4,0,Oceania,3
786,7.406999999999999,22,50950.24,66.172,1,0,1,3,0,Africa,2
787,5.996,33,77143.61,79.064,0,1,3,1,0,Oceania,1
788,8.562000000000001,29,57032.36,78.272,0,0,3,4,0,Asia,1
789,4.088,33,48554.45,54.472,1,1,1,5,0,North America,4
790,3.698,31,39552.49,67.148,1,1,3,3,0,North America,1
791,3.5490000000000004,47,36884.23,68.01599999999999,0,1,2,4,0,Europe,0
792,5.656000000000001,26,68783.45,81.788,1,0,2,2,0,North America,0
793,3.662,32,51119.93,64.976,1,1,1,2,0,Europe,1
794,4.9350000000000005,49,44304.13,47.944,0,1,3,4,0,Africa,2
795,7.564,29,69718.19,81.928,1,0,1,3,0,Asia,3
796,7.922,27,63429.18,79.51599999999999,1,0,4,3,0,Europe,4
797,7.705,34,65756.36,94.432,0,0,1,5,0,Africa,1
798,6.683,46,77871.75,78.46799999999999,1,0,6,2,1,Europe,1
799,7.62,24,47258.59,91.524,1,0,2,3,0,Asia,1
800,5.664,29,55984.89,49.296,1,1,5,2,1,Africa,1
801,5.333,34,44275.13,44.652,1,1,0,3,0,Europe,5
802,5.063000000000001,50,25767.16,56.892,0,1,3,3,0,Europe,5
803,4.184,49,37605.11,55.728,0,1,6,5,1,Europe,0
804,5.392,41,25739.09,50.184,1,1,6,6,1,Asia,0
805,8.389,28,60188.38,72.352,1,0,5,5,1,Asia,1
806,5.532,43,67682.32,51.06,0,1,4,3,0,Europe,2
807,5.322,44,44307.18,43.54,0,1,3,5,0,Others,4
808,4.316,35,25371.52,62.444,1,1,2,7,0,Oceania,5
