Daily Time Spent on Site,Age,Area Income,Daily Internet Usage,Ad Topic Line,City,Male,Country,Timestamp,Clicked on Ad
3.4859999999999998,38,49942.66,61.9,Pre-emptive cohesive budgetary management,West Justin,0,Bahrain,2016-06-18 17:56:32,1
7.0680000000000005,31,74430.08,79.632,Configurable multi-state utilization,Robertbury,0,Colombia,2016-07-17 01:58:53,0
7.606,23,58633.63,80.416,Diverse multi-tasking parallelism,New Tinamouth,0,Brunei Darussalam,2016-04-27 04:28:17,0
6.667,33,72707.87,91.212,Horizontal content-based synergy,Turnerview,1,Taiwan,2016-04-21 20:29:35,0
4.6770000000000005,32,31092.93,54.56,Multi-tiered maximized archive,Reneechester,1,Serbia,2016-03-23 06:00:15,1
6.242,38,74445.18,57.576,Diverse executive groupware,West Tinashire,0,Saint Pierre and Miquelon,2016-07-19 07:59:18,1
7.831999999999999,28,49309.14,95.808,Synergized cohesive array,Jamesfurt,0,Australia,2016-06-26 11:52:18,1
3.732,50,56735.14,79.7,Versatile dedicated software,New Nancy,1,Chad,2016-03-30 23:40:52,1
4.042,45,40183.75,53.56,Stand-alone reciprocal synergy,Lisamouth,1,Norway,2016-03-16 07:59:37,1
7.677,36,58348.41,49.404,Universal even-keeled analyzer,Harveyport,0,Turks and Caicos Islands,2016-05-04 00:01:33,1
6.565,30,72209.99,63.220000000000006,Up-sized tertiary contingency,Ramosstad,0,Finland,2016-07-02 21:22:23,0
7.4319999999999995,33,62060.11,51.267999999999994,Monitored real-time superstructure,North Kevinside,0,South Africa,2016-05-23 21:14:38,1
7.327,32,67113.46,93.9,Streamlined analyzing initiative,Haleview,1,Martinique,2016-01-29 20:16:54,0
8.003,44,24030.06,60.336,Automated static concept,Christinetown,0,Afghanistan,2016-07-23 14:47:23,1
5.368,47,56180.93,46.104,Operative stable moderator,New Michael,1,Micronesia,2016-02-16 09:11:27,1
8.584,32,62204.93,77.14,Up-sized 6thgeneration moratorium,Jonesland,1,French Southern Territories,2016-06-09 21:43:05,0
8.503,30,60372.64,81.808,Expanded clear-thinking core,North Shannon,0,Philippines,2016-06-19 09:24:35,0
7.044,24,65280.16,71.5,Polarized attitude-oriented superstructure,New Sonialand,1,Algeria,2016-06-06 21:26:51,0
8.122,53,34309.24,89.236,Networked coherent interface,Port Jason,1,San Marino,2016-01-07 13:25:21,0
3.996,45,59610.81,58.452,Enhanced homogeneous moderator,East Barbara,1,Guernsey,2016-04-15 06:08:35,1
5.705,41,50278.89,107.984,Seamless full-range website,Port Erinberg,1,Sierra Leone,2016-01-09 03:45:19,1
4.244,56,43450.11,67.308,Profit-focused attitude-oriented task-force,Petersonfurt,0,Tajikistan,2016-02-10 15:23:17,1
6.220000000000001,25,25408.21,64.464,Cross-platform multimedia algorithm,New Lindaberg,0,Liechtenstein,2016-04-24 13:42:15,1
7.67,36,71136.49,88.9,Open-source coherent monitoring,West Russell,0,Ecuador,2016-06-12 05:31:19,0
6.122,45,63883.81,47.612,Streamlined logistical secured line,South Adam,1,Switzerland,2016-01-05 09:42:22,1
8.454,33,64902.47,81.608,Synchronized stable complexity,North Tracyport,1,Moldova,2016-03-02 10:07:43,0
4.608,30,66784.81,65.852,Synergistic value-added extranet,Brownport,1,Finland,2016-07-21 10:54:35,1
5.67,48,62784.85,49.251999999999995,Progressive non-volatile neural-net,Port Crystal,0,France,2016-01-09 04:53:22,1
8.103,28,63727.5,80.46000000000001,Persevering tertiary capability,Masonhaven,0,Venezuela,2016-01-06 13:20:01,0
8.091,32,61608.23,92.568,Enterprise-wide bi-directional secured line,Derrickhaven,0,Cuba,2016-01-31 04:10:20,0
4.006,38,56782.18,55.472,Organized contextually-based customer loyalty,Olsonstad,1,Peru,2016-06-11 08:38:16,1
8.347,39,64447.77,90.444,Total directional approach,New Brandy,0,Turkey,2016-05-15 20:48:40,0
7.384,31,42042.95,48.42,Programmable uniform productivity,South Jasminebury,0,Albania,2016-06-18 17:23:26,1
7.465000000000001,28,67669.06,85.024,Robust transitional ability,East Timothy,0,French Southern Territories,2016-03-17 05:00:12,0
6.025,35,54875.95,43.908,De-engineered fault-tolerant database,Charlottefort,0,Papua New Guinea,2016-06-29 13:35:05,1
5.921,35,73347.67,57.848,Managed disintermediate matrices,Lake Beckyburgh,1,Liechtenstein,2016-02-02 08:55:26,1
4.3020000000000005,44,50199.77,50.088,Configurable bottom-line application,West Lindseybury,0,Thailand,2016-04-13 05:42:52,1
8.404,38,50723.67,97.82000000000001,Self-enabling didactic pricing structure,West Alyssa,0,Malaysia,2016-07-20 09:27:24,0
7.066,43,63450.96,48.38,Versatile scalable encryption,Lake Craigview,1,Mauritius,2016-02-26 04:57:14,1
7.058,26,56694.12,54.775999999999996,Proactive next generation knowledge user,Lake David,0,Algeria,2016-02-26 09:18:48,1
7.244,34,70547.16,92.056,Customizable tangible hierarchy,Bruceburgh,0,Christmas Island,2016-04-15 14:45:48,0
4.017,26,47391.95,68.524,Visionary asymmetric encryption,South Lauratown,1,Japan,2016-02-01 14:37:34,1
7.915000000000001,26,62312.23,81.292,Intuitive explicit conglomeration,Port Robin,0,Greenland,2016-01-20 19:09:37,0
4.449,53,63100.13,67.2,Business-focused real-time toolset,Jacksonburgh,1,Sao Tome and Principe,2016-04-23 06:28:43,1
7.304,37,73687.5,88.716,Organic contextually-based focus group,Erinmouth,1,Senegal,2016-06-19 22:26:16,0
7.628,33,52686.47,101.736,Right-sized asynchronous website,Port Aliciabury,0,Guadeloupe,2016-02-15 07:55:10,0
6.888,37,78119.5,71.83200000000001,Advanced 5thgeneration capability,Port Whitneyhaven,0,Belgium,2016-02-09 19:37:52,0
7.31,28,57014.84,96.94800000000001,Universal asymmetric archive,Jeffreyshire,0,Israel,2016-01-25 07:52:53,0
4.766,29,27086.4,62.616,Devolved responsive structure,Tinaton,0,Honduras,2016-07-18 11:33:31,1
8.73,35,58337.18,86.748,Triple-buffered regional toolset,North Loriburgh,0,Estonia,2016-01-09 07:28:16,0
8.934000000000001,32,50216.01,71.112,Object-based executive productivity,Wendyton,1,Paraguay,2016-03-21 21:15:54,0
8.137,26,53049.44,62.592,Business-focused responsive website,Lake Jacqueline,1,Kyrgyz Republic,2016-02-15 12:25:28,0
8.167,28,62927.96,78.704,Visionary analyzing structure,North Christopher,1,Mauritania,2016-03-04 08:48:29,0
4.637,52,32847.53,57.708000000000006,De-engineered solution-oriented open architecture,Alexanderfurt,0,French Guiana,2016-01-05 00:02:53,1
5.488,24,32006.82,59.444,Customizable modular Internet solution,West Pamela,0,Northern Mariana Islands,2016-05-15 01:03:06,1
4.067,35,48913.07,53.272000000000006,Stand-alone encompassing throughput,West Amanda,0,Lebanon,2016-05-05 09:28:36,1
7.176,35,69285.69,94.95599999999999,Customizable zero-defect matrix,South Tomside,0,Saint Pierre and Miquelon,2016-05-26 13:18:30,0
4.7509999999999994,51,53700.57,52.164,Managed well-modulated collaboration,Bethburgh,1,American Samoa,2016-05-21 01:36:16,1
7.515000000000001,22,52011.0,85.148,Universal global intranet,Jamiefort,1,Austria,2016-05-04 12:06:18,0
5.601,26,46339.25,50.904,Re-engineered real-time success,Garciamouth,0,Tonga,2016-07-05 18:59:45,1
8.287,37,67938.77,85.34400000000001,Front-line fresh-thinking open system,West Brenda,0,Tonga,2016-06-28 20:13:41,0
4.505,42,66348.95,56.544000000000004,Digitized contextually-based product,South Kyle,0,French Southern Territories,2016-05-05 11:09:29,1
6.053,24,66873.9,66.888,Organic interactive support,Combsstad,0,Serbia,2016-03-25 15:17:39,1
5.0520000000000005,31,72270.88,68.648,Function-based stable alliance,Lake Allenville,0,New Caledonia,2016-01-23 15:02:13,1
8.471,32,61610.05,84.092,Reactive responsive emulation,Greenechester,0,Taiwan,2016-05-29 07:29:27,0
5.5200000000000005,39,76560.59,63.784000000000006,Exclusive zero tolerance alliance,Jordantown,1,United States of America,2016-05-30 07:36:31,1
8.161,33,62667.51,91.50399999999999,Enterprise-wide local matrices,Gravesport,0,Morocco,2016-04-17 15:46:03,0
7.154999999999999,36,75687.46,65.596,Inverse next generation moratorium,South Troy,1,Suriname,2016-07-20 23:08:28,0
8.24,36,66744.65,87.588,Implemented bifurcated workforce,Lake Patrick,1,Macedonia,2016-06-29 03:07:51,0
7.3950000000000005,35,67714.82,95.432,Persevering even-keeled help-desk,Millerland,0,Wallis and Futuna,2016-04-10 14:48:35,0
7.206999999999999,31,69710.51,90.58,Grass-roots eco-centric instruction set,Port Jessicamouth,0,Chile,2016-04-16 16:38:35,0
8.039,31,66269.49,85.896,Fully-configurable incremental Graphical User Interface,Paulport,0,Gabon,2016-05-03 08:21:23,0
6.58,25,60843.32,92.596,Expanded radical software,Clineshire,1,Gabon,2016-03-18 16:04:59,0
6.997,28,55041.6,100.0,Mandatory 3rdgeneration moderator,Cynthiaside,0,Holy See (Vatican City State),2016-05-22 00:01:58,0
5.262,50,73863.25,70.608,Enterprise-wide foreground emulation,Port Juan,0,Seychelles,2016-02-01 20:30:35,1
3.925,39,62378.05,60.944,Customer-focused incremental system engine,Michellefort,0,Mayotte,2016-01-23 17:39:06,1
7.756,38,63336.85,52.33200000000001,Right-sized multi-tasking solution,Port Angelamouth,1,Uganda,2016-05-19 03:52:24,1
3.3520000000000003,43,42191.61,66.224,Vision-oriented optimizing middleware,Jessicahaven,0,Cambodia,2016-05-09 21:54:38,1
7.981,24,56194.56,71.53999999999999,Proactive context-sensitive project,North Daniel,1,Antigua and Barbuda,2016-05-31 11:44:45,1
8.479000000000001,33,61771.9,85.812,Managed eco-centric encoding,New Juan,0,Cameroon,2016-03-30 19:09:50,0
8.27,35,61383.79,92.428,Visionary multi-tasking alliance,Amyfurt,0,Somalia,2016-01-09 15:49:28,0
8.488,32,63924.82,74.592,Ameliorated tangible hierarchy,Harrishaven,0,Lebanon,2016-04-18 03:41:56,0
5.492,54,23975.35,64.464,Extended interactive model,Roberttown,0,Saint Pierre and Miquelon,2016-06-13 13:59:51,1
7.656000000000001,34,70179.11,88.612,Universal bi-directional extranet,Jeremyshire,1,Dominica,2016-04-23 08:15:31,0
6.973999999999999,49,66524.8,97.348,Enhanced maximized access,Birdshire,0,Hungary,2016-03-27 16:41:29,0
7.555,22,41851.38,67.76,Upgradable even-keeled challenge,New Amanda,0,Taiwan,2016-02-19 07:29:30,1
7.218999999999999,33,61275.18,100.14,Synchronized national infrastructure,Curtisview,1,Saint Lucia,2016-05-19 11:16:59,0
8.429,41,60638.38,93.01599999999999,Re-contextualized systemic time-frame,Jacksonmouth,0,Niue,2016-01-27 20:47:57,0
7.389,39,47160.53,44.272000000000006,Horizontal national architecture,North April,0,France,2016-04-20 00:41:53,1
7.5840000000000005,21,48537.18,74.792,Reactive bi-directional workforce,Hayesmouth,0,Cyprus,2016-02-07 07:41:06,0
7.337999999999999,25,53058.91,94.476,Horizontal transitional challenge,South Corey,1,French Southern Territories,2016-04-21 09:30:35,0
8.072,31,68614.98,74.548,Re-engineered neutral success,Juliaport,0,Costa Rica,2016-04-19 05:15:28,0
6.206,44,44174.25,42.0,Adaptive contextually-based methodology,Port Paultown,0,Austria,2016-04-12 14:01:08,1
5.15,34,67050.16,54.124,Configurable dynamic adapter,East Vincentstad,0,Zambia,2016-03-15 11:25:48,1
9.097,37,54520.14,72.308,Multi-lateral empowering throughput,Kimberlytown,0,Congo,2016-02-16 18:21:36,0
8.678,30,54952.42,68.05199999999999,Fundamental zero tolerance solution,New Steve,1,United States of America,2016-02-18 23:08:59,0
6.618,35,69476.42,97.444,Proactive asymmetric definition,New Johnberg,0,Pitcairn Islands,2016-03-25 08:40:15,0
8.433,41,54989.93,96.38,Pre-emptive zero tolerance Local Area Network,Shawstad,0,Belize,2016-03-16 00:28:10,0
3.687,36,29398.61,78.364,Self-enabling incremental collaboration,New Rebecca,0,Anguilla,2016-01-28 11:50:40,1
3.478,48,42861.42,83.284,Exclusive even-keeled moratorium,Jeffreyburgh,1,South Africa,2016-03-24 02:01:55,1
7.684,32,65883.39,92.636,Reduced incremental productivity,Faithview,0,Singapore,2016-03-03 22:31:16,0
6.705,25,65421.39,88.368,Realigned scalable standardization,Richardsontown,0,Finland,2016-02-26 09:54:33,0
4.147,31,60953.93,87.916,Secured scalable Graphical User Interface,Port Brookeland,0,Martinique,2016-07-06 15:56:39,1
8.071,26,58476.57,80.232,Team-oriented context-sensitive installation,East Christopherbury,0,Cameroon,2016-06-24 05:50:22,0
8.009,31,66636.84,85.632,Pre-emptive systematic budgetary management,Port Christinemouth,0,Sweden,2016-05-23 21:00:45,0
5.63,49,67430.96,54.096000000000004,Fully-configurable high-level implementation,South Meghan,1,New Caledonia,2016-02-03 19:12:51,1
7.936,34,57260.41,98.312,Profound maximized workforce,Hessstad,1,Bosnia and Herzegovina,2016-04-28 22:54:37,0
8.638,40,66359.32,75.308,Cross-platform 4thgeneration focus group,Rhondaborough,1,Singapore,2016-03-19 14:57:00,0
3.8939999999999997,41,57587.0,57.068,Optional mission-critical functionalities,Lewismouth,1,Falkland Islands (Malvinas),2016-07-15 09:08:42,1
8.726,35,63060.55,73.612,Multi-layered tangible portal,New Paul,0,Bosnia and Herzegovina,2016-05-12 04:35:59,0
7.531999999999999,28,59998.5,93.44,Reduced mobile structure,Lake Angela,1,Mauritius,2016-01-01 21:58:55,0
7.438,40,74024.61,88.02000000000001,Enhanced zero tolerance Graphic Interface,East Graceland,1,Indonesia,2016-03-13 13:50:25,0
6.590000000000001,22,60550.66,84.556,De-engineered tertiary secured line,Hartport,0,Czech Republic,2016-07-16 14:13:54,0
3.6310000000000002,47,57983.3,67.568,Reverse-engineered well-modulated capability,East Yvonnechester,0,Eritrea,2016-04-18 00:49:33,1
7.223000000000001,48,52736.33,46.14,Integrated coherent pricing structure,Burgessside,0,Mexico,2016-07-17 01:13:56,1
8.812000000000001,38,46653.75,92.364,Realigned next generation projection,Hurleyborough,0,Gibraltar,2016-02-17 07:05:57,0
8.397,28,56986.73,82.2,Reactive needs-based instruction set,Garychester,1,Haiti,2016-06-16 02:33:22,0
6.109,26,55336.18,52.672000000000004,User-friendly well-modulated leverage,East Kevinbury,1,Falkland Islands (Malvinas),2016-04-09 16:31:15,1
6.577,21,42162.9,87.444,Function-based fault-tolerant model,Contrerasshire,1,Eritrea,2016-03-18 17:35:40,0
8.158,25,39699.13,79.756,Decentralized needs-based analyzer,Erikville,0,Hong Kong,2016-05-11 22:02:17,0
3.787,52,56394.82,75.424,Phased analyzing emulation,Robertsonburgh,1,Gambia,2016-05-25 20:10:02,1
7.62,37,75044.35,71.404,Multi-layered fresh-thinking process improvement,Karenton,0,Barbados,2016-02-29 19:26:35,0
6.090999999999999,19,53309.61,73.976,Upgradable directional system engine,Port Kathleenfort,0,Nauru,2016-06-09 14:24:06,1
7.449,28,58996.12,94.936,Persevering eco-centric flexibility,Lake Adrian,0,Peru,2016-01-30 16:15:29,0
7.3709999999999996,23,56605.12,84.55199999999999,Inverse local hub,New Sheila,1,El Salvador,2016-02-15 05:35:54,0
7.819,30,62475.99,91.524,Triple-buffered needs-based Local Area Network,Mollyport,0,Libyan Arab Jamahiriya,2016-01-31 06:14:10,0
7.954000000000001,44,70492.6,87.072,Centralized multi-state hierarchy,Sandraland,1,Cambodia,2016-01-05 16:34:31,0
7.487,52,43698.53,50.788,Public-key non-volatile implementation,Charlenetown,0,Saint Barthelemy,2016-05-31 02:17:18,1
8.709,36,57737.51,88.792,Synergized coherent interface,Luischester,1,Reunion,2016-04-21 16:10:50,0
3.745,47,31281.01,67.144,Horizontal high-level concept,South Johnnymouth,0,Antigua and Barbuda,2016-04-10 03:30:16,1
4.984,39,45800.48,44.636,Reduced multimedia project,Hannaport,0,Samoa,2016-02-09 07:21:25,1
5.138,59,42362.49,63.424,Object-based modular functionalities,East Anthony,0,Afghanistan,2016-06-17 17:11:16,1
8.34,34,66691.23,83.148,Polarized multimedia system engine,West Daleborough,0,Azerbaijan,2016-05-22 21:54:23,0
3.8909999999999996,33,56369.74,60.32000000000001,Versatile reciprocal structure,Morrismouth,1,Philippines,2016-07-13 07:41:42,1
6.214,41,59397.89,44.372,Upgradable multi-tasking initiative,North Andrewstad,1,Angola,2016-01-23 18:59:21,1
7.9719999999999995,28,66025.11,77.52000000000001,Configurable tertiary budgetary management,Wrightburgh,1,Albania,2016-05-20 12:17:59,0
7.33,36,68211.35,54.288,Adaptive asynchronous attitude,West Tanya,1,Hungary,2016-01-30 04:38:41,1
6.911,42,73608.99,92.592,Face-to-face mission-critical definition,Novaktown,1,Faroe Islands,2016-04-21 12:34:28,0
7.19,54,61228.96,56.06,Inverse zero tolerance customer loyalty,Timothymouth,1,Czech Republic,2016-04-22 20:32:17,1
7.245,29,72325.91,78.144,Centralized 24hour synergy,Robertmouth,1,Svalbard & Jan Mayen Islands,2016-01-11 06:02:27,0
7.706999999999999,40,44559.43,104.40799999999999,Face-to-face analyzing encryption,Stephenborough,0,Afghanistan,2016-03-01 10:01:35,0
7.462000000000001,36,73207.15,87.116,Self-enabling even-keeled methodology,Lake Kurtmouth,0,Rwanda,2016-04-04 08:19:54,0
8.206999999999999,25,46722.07,82.152,Function-based optimizing extranet,Lauraburgh,1,Panama,2016-06-20 06:30:06,0
5.86,50,45400.5,45.480000000000004,Organic asynchronous hierarchy,Rogerburgh,0,Samoa,2016-01-28 07:10:29,1
3.6079999999999997,45,41417.27,60.588,Automated client-driven orchestration,Davidside,1,United States Minor Outlying Islands,2016-07-03 04:11:40,1
7.944,26,60845.55,82.716,Public-key zero-defect analyzer,West Thomas,0,Greece,2016-05-15 13:18:34,0
4.173,47,60812.77,57.884,Proactive client-server productivity,Andersonchester,0,Cote d'Ivoire,2016-04-08 22:48:25,1
7.319,25,64267.88,81.49600000000001,Cloned incremental matrices,North Ronaldshire,1,Pakistan,2016-01-19 12:18:13,0
7.76,24,58151.87,78.932,Open-architected system-worthy task-force,Greghaven,1,Anguilla,2016-05-26 15:40:26,0
8.9,37,52079.18,88.904,Devolved regional moderator,Jordanmouth,1,Cyprus,2016-01-26 15:56:55,0
6.92,42,26023.99,49.519999999999996,Balanced value-added database,Meyersstad,0,Peru,2016-06-17 09:58:46,1
6.756,31,62318.38,50.18,Seamless composite budgetary management,Michelleside,0,Kenya,2016-04-25 21:15:39,1
8.111,39,56216.57,99.276,Total cohesive moratorium,South Robert,1,Chad,2016-07-13 11:41:29,0
8.022,30,61806.31,89.83200000000001,Integrated motivating neural-net,New Tyler,0,Kyrgyz Republic,2016-07-05 15:14:10,0
4.363,41,51662.24,49.3,Exclusive zero tolerance frame,Jordanshire,1,Albania,2016-03-15 14:06:17,1
7.766,29,67080.94,67.26,Operative scalable emulation,Reyesland,0,Gabon,2016-06-19 22:08:15,0
7.462999999999999,26,51975.41,94.396,Enhanced asymmetric installation,New Traceystad,1,Dominican Republic,2016-07-05 20:16:13,0
4.9670000000000005,27,28019.09,61.476,Face-to-face reciprocal methodology,Port Brian,0,Zimbabwe,2016-05-09 08:44:55,1
8.059000000000001,37,67744.56,89.692,Robust responsive collaboration,Lake Courtney,0,Croatia,2016-07-21 23:14:35,0
8.349,33,66574.0,76.3,Polarized logistical hub,Samuelborough,1,Cambodia,2016-06-03 17:32:47,0
4.446,42,30487.48,53.064,Intuitive zero-defect framework,Christinehaven,1,Mongolia,2016-01-15 19:40:47,1
6.81,40,74903.41,91.092,Reactive composite project,Thomasstad,1,Honduras,2016-02-05 16:50:58,0
6.388,38,19991.72,54.739999999999995,Upgradable even-keeled hardware,Kristintown,0,Madagascar,2016-02-29 23:56:06,1
7.883,36,66050.63,93.856,Future-proofed responsive matrix,New Wanda,1,Qatar,2016-05-08 12:08:26,0
7.997,44,70449.04,86.4,Programmable empowering middleware,Mariebury,0,China,2016-07-13 01:48:46,0
8.051,28,64008.55,80.112,Robust dedicated system engine,Christopherville,1,Bangladesh,2016-01-08 02:34:06,0
6.226,26,70203.74,81.108,Public-key mission-critical core,New Jasmine,0,Swaziland,2016-06-08 12:25:49,0
6.699,47,27262.51,49.775999999999996,Operative actuating installation,Lopezberg,1,Tanzania,2016-06-15 11:56:41,1
7.1049999999999995,20,49544.41,81.688,Self-enabling asynchronous knowledge user,Jenniferstad,1,Eritrea,2016-06-13 22:41:45,0
4.205,51,28357.27,69.82000000000001,Configurable 24/7 hub,West Eduardotown,1,Canada,2016-06-20 14:20:52,1
5.0520000000000005,28,66929.03,87.876,Versatile responsive knowledge user,Davisfurt,0,Saint Kitts and Nevis,2016-04-03 06:17:22,1
7.624,40,75524.78,79.328,Managed impactful definition,Bakerhaven,1,Burkina Faso,2016-05-31 23:42:26,0
7.729000000000001,27,66265.34,80.49600000000001,Grass-roots 4thgeneration forecast,Paulshire,1,Tuvalu,2016-02-15 03:43:55,0
3.598,47,55993.68,66.208,Focused 3rdgeneration pricing structure,West Jane,1,El Salvador,2016-03-10 23:26:54,1
8.495000000000001,34,56379.3,92.144,Mandatory dedicated data-warehouse,Lake Brian,0,Madagascar,2016-02-26 17:01:01,0
3.934,43,31215.88,59.572,Proactive radical support,Alvaradoport,0,Bangladesh,2016-04-17 21:39:11,1
8.723,29,51015.11,80.848,Re-engineered responsive definition,Lake Kevin,0,American Samoa,2016-03-26 19:54:16,0
5.724,52,46473.14,46.94,Profound optimizing utilization,Richardsonland,1,Latvia,2016-06-29 21:39:42,1
8.158,41,55479.62,99.264,Cloned explicit middleware,East Sheriville,0,Moldova,2016-01-27 17:55:44,0
5.634,50,68713.7,55.608000000000004,Multi-channeled mission-critical success,Port Michealburgh,1,Anguilla,2016-03-17 23:39:28,1
4.872999999999999,27,34191.23,56.815999999999995,Versatile content-based protocol,Monicaview,0,Bangladesh,2016-07-09 16:23:33,1
5.168,49,51067.54,103.44800000000001,Seamless cohesive conglomeration,Katieport,0,Faroe Islands,2016-06-28 12:51:02,1
3.5340000000000003,45,46693.76,61.144000000000005,De-engineered actuating hierarchy,East Brittanyville,0,Taiwan,2016-06-18 16:32:58,1
4.809,33,19345.36,72.16799999999999,Balanced motivating help-desk,West Travismouth,0,Heard Island and McDonald Islands,2016-05-28 12:38:37,1
7.868,29,66225.72,83.22,Inverse high-level capability,Leonchester,0,Israel,2016-01-16 16:40:30,0
6.882,20,38609.2,82.256,Cross-platform client-server hierarchy,Ramirezland,1,Bolivia,2016-07-11 15:45:23,0
5.699,40,37713.23,43.260000000000005,Sharable optimal capacity,Brownton,0,Bahamas,2016-07-16 23:08:54,1
8.663,39,63764.28,83.856,Face-to-face multimedia success,New Jessicaport,1,Costa Rica,2016-04-06 21:20:07,0
4.118,43,41866.55,51.7,Enterprise-wide incremental Internet solution,New Denisebury,1,Myanmar,2016-07-05 00:54:11,1
7.103,32,57846.68,48.339999999999996,Advanced systemic productivity,Keithtown,0,Netherlands Antilles,2016-02-17 23:47:00,1
7.292,29,69428.73,86.84,Customizable mission-critical adapter,Port Melissastad,1,Czech Republic,2016-03-15 17:33:15,0
7.714,24,60283.98,73.952,Horizontal heuristic synergy,Janiceview,1,Iceland,2016-01-21 18:51:01,0
6.07,43,79332.33,77.03999999999999,Multi-tiered multi-state moderator,Mataberg,1,Palau,2016-06-06 22:41:24,0
3.4299999999999997,41,53167.68,64.296,Re-contextualized reciprocal interface,West Melaniefurt,1,Libyan Arab Jamahiriya,2016-05-16 14:50:22,1
8.370999999999999,45,64564.07,88.192,Organized demand-driven knowledgebase,Millerfort,1,Kazakhstan,2016-04-17 19:10:56,0
5.338,35,60803.37,48.024,Total local synergy,Alexanderview,1,French Guiana,2016-03-30 01:05:34,1
5.803,31,28387.42,51.732000000000006,User-friendly bandwidth-monitored attitude,South Jade,0,Tuvalu,2016-06-29 09:04:31,1
4.359,36,58849.77,52.924,Re-engineered context-sensitive knowledge user,Lake Susan,1,Congo,2016-05-26 13:43:05,1
6.007,42,65963.37,48.3,Total user-facing hierarchy,South Vincentchester,1,United Kingdom,2016-04-15 10:16:49,1
5.443,37,75180.2,61.896,Balanced contextually-based pricing structure,Williamsmouth,1,Luxembourg,2016-05-31 09:06:29,1
8.199,33,61270.14,92.36,Inverse bi-directional knowledge user,Taylorport,0,French Polynesia,2016-02-15 14:13:47,0
6.053,29,56759.48,49.312,Networked even-keeled workforce,Williamsport,0,Papua New Guinea,2016-05-09 10:21:48,1
8.469,31,46160.63,92.74,Right-sized transitional parallelism,Emilyfurt,1,Maldives,2016-07-07 23:32:38,0
8.872,32,43870.51,84.748,Customer-focused system-worthy superstructure,East John,1,Zambia,2016-01-03 17:10:05,0
8.889,35,50439.49,87.52000000000001,Balanced 4thgeneration success,East Deborahhaven,1,Cook Islands,2016-07-17 18:55:38,0
6.958,43,28028.74,102.02799999999999,Cross-group value-added success,Port Katelynview,0,Congo,2016-04-04 18:36:59,1
8.523,36,64238.71,85.16799999999999,Visionary client-driven installation,Paulhaven,1,Senegal,2016-02-27 12:34:19,0
8.355,39,65816.38,88.47200000000001,Switchable well-modulated infrastructure,Elizabethmouth,1,Myanmar,2016-06-08 20:13:27,0
5.6659999999999995,42,72684.44,55.767999999999994,Upgradable asymmetric emulation,Lake Jesus,0,Dominican Republic,2016-02-20 10:52:51,1
5.639,27,38817.4,99.248,Configurable tertiary capability,North Tylerland,1,Bahrain,2016-03-23 21:06:51,0
7.624,27,63976.44,85.768,Monitored dynamic instruction set,Munozberg,0,Puerto Rico,2016-06-07 01:29:06,0
5.764,36,37212.54,44.1,Robust web-enabled attitude,North Maryland,1,Chile,2016-01-18 15:18:01,1
7.8180000000000005,23,52691.79,67.068,Customer-focused full-range neural-net,West Barbara,0,Bolivia,2016-06-09 19:32:27,0
4.604,32,65499.93,59.16799999999999,Universal transitional Graphical User Interface,Andrewborough,0,Serbia,2016-05-30 20:07:59,1
7.94,35,63966.72,94.748,User-centric intangible contingency,New Gabriel,0,Malaysia,2016-04-01 09:21:14,0
3.6439999999999997,39,52400.88,59.056,Configurable disintermediate throughput,Port Patrickton,1,Estonia,2016-05-31 06:21:02,1
5.314,38,49111.47,43.6,Automated web-enabled migration,West Julia,1,Greenland,2016-07-03 22:13:19,1
3.2840000000000003,40,41232.89,68.688,Triple-buffered 3rdgeneration migration,New Keithburgh,0,Trinidad and Tobago,2016-03-10 01:36:19,1
7.372,32,52140.04,102.55999999999999,Universal contextually-based system engine,Richardsland,1,Thailand,2016-03-18 02:39:26,0
3.81,34,60641.09,85.752,Optional secondary access,North Aaronchester,1,Philippines,2016-05-30 18:08:19,1
7.393000000000001,44,74180.05,87.288,Quality-focused scalable utilization,Lake Matthewland,0,Niue,2016-02-20 00:06:20,0
5.186999999999999,50,51869.87,47.86,Team-oriented dynamic forecast,Kevinberg,0,Afghanistan,2016-03-10 22:28:52,1
7.769,22,48852.58,67.952,Horizontal heuristic support,Morganfort,1,Angola,2016-06-21 14:32:32,0
4.340999999999999,28,59144.02,64.292,Customer-focused zero-defect process improvement,Lovemouth,0,Egypt,2016-02-05 15:26:37,1
5.5920000000000005,24,33951.63,58.032000000000004,Focused systemic benchmark,Taylorhaven,0,Fiji,2016-05-31 21:41:46,1
8.067,34,58909.36,95.904,Seamless impactful info-mediaries,Jamesville,0,Portugal,2016-01-01 02:52:10,0
8.342,25,49850.52,73.368,Advanced heuristic firmware,East Toddfort,1,Austria,2016-03-04 14:10:12,0
8.212,52,28679.93,80.46000000000001,Fully-configurable client-driven customer loyalty,East Dana,1,Germany,2016-02-03 10:40:27,1
6.617,33,69869.66,95.38,Cross-group neutral synergy,West Lucas,0,Panama,2016-01-20 00:26:15,0
4.301,35,48347.64,50.948,Organized 24/7 middleware,Butlerfort,0,United States of America,2016-06-11 09:37:52,1
8.004999999999999,25,45959.86,87.976,Networked stable open architecture,Lindaside,1,Christmas Island,2016-03-08 05:48:20,0
